Fid,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
10.42.0.211-10.42.0.1-31614-53-17,Assam,TINSUKIA,2013,Kharif     ,Orange,1197,19960
10.42.0.211-106.11.94.27-57640-443-6,Assam,TINSUKIA,2013,Kharif     ,Papaya,173,2599
192.229.163.180-10.42.0.42-443-47606-6,Assam,TINSUKIA,2013,Kharif     ,Sesamum,64,36
10.42.0.211-10.42.0.1-30466-53-17,Assam,TINSUKIA,2013,Kharif     ,Small millets,25,13
10.42.0.211-104.192.110.245-38728-443-6,Assam,TINSUKIA,2013,Kharif     ,Tapioca,28,234
10.42.0.151-66.231.239.122-37376-80-6,Assam,TINSUKIA,2013,Rabi       ,Arecanut,1903,1784
10.42.0.211-46.159.95.92-60774-51184-17,Assam,TINSUKIA,2013,Rabi       ,Black pepper,287,343
180.149.136.194-10.42.0.211-80-42496-6,Assam,TINSUKIA,2013,Rabi       ,Dry chillies,201,157
172.217.3.99-10.42.0.42-443-56847-6,Assam,TINSUKIA,2013,Rabi       ,Ginger,556,4381
192.229.173.173-10.42.0.151-80-56305-6,Assam,TINSUKIA,2013,Rabi       ,Gram,6,4
171.84.4.11-10.42.0.211-80-39488-6,Assam,TINSUKIA,2013,Rabi       ,Masoor,3,1
10.42.0.211-119.146.74.49-44974-443-6,Assam,TINSUKIA,2013,Rabi       ,Moong(Green Gram),238,196
10.42.0.151-10.42.0.1-46710-53-17,Assam,TINSUKIA,2013,Rabi       ,Peas & beans (Pulses),1564,1063
172.217.9.234-10.42.0.42-443-57481-6,Assam,TINSUKIA,2013,Rabi       ,Pineapple,265,3830
175.100.207.231-10.42.0.211-80-37128-6,Assam,TINSUKIA,2013,Rabi       ,Rapeseed &Mustard,6783,4680
10.42.0.211-106.11.30.199-45330-80-6,Assam,TINSUKIA,2013,Rabi       ,Sweet potato,94,318
10.42.0.42-106.39.169.66-50153-80-6,Assam,TINSUKIA,2013,Rabi       ,Urad,2018,1160
10.42.0.211-31.13.71.7-52303-443-6,Assam,TINSUKIA,2013,Rabi       ,Wheat,27,35
180.76.141.48-10.42.0.151-80-43429-6,Assam,TINSUKIA,2013,Summer     ,Paddy,85,253
10.42.0.151-31.13.71.7-49847-443-6,Assam,TINSUKIA,2013,Summer     ,Rice,85,253
203.205.179.172-10.42.0.151-80-44510-6,Assam,TINSUKIA,2013,Whole Year ,Banana,2136,30908
172.217.10.10-10.42.0.211-443-37616-6,Assam,TINSUKIA,2013,Whole Year ,Coconut ,76,981
172.217.3.110-10.42.0.151-443-54173-6,Assam,TINSUKIA,2013,Whole Year ,Onion,50,273
10.42.0.151-121.29.54.141-47144-80-6,Assam,TINSUKIA,2013,Whole Year ,Potato,2458,8486
10.42.0.211-10.42.0.1-48279-53-17,Assam,TINSUKIA,2013,Whole Year ,Sugarcane,205,7579
10.42.0.211-10.42.0.1-47644-53-17,Assam,TINSUKIA,2013,Whole Year ,Turmeric,302,205
183.79.248.252-10.42.0.211-443-55934-6,Assam,TINSUKIA,2013,Winter     ,Paddy,56890,97987
173.194.175.188-10.42.0.42-5228-49107-6,Assam,TINSUKIA,2013,Winter     ,Rice,56890,97987
172.217.3.110-10.42.0.151-443-43259-6,Assam,TINSUKIA,2014,Autumn     ,Paddy,5670,7682
192.229.173.173-10.42.0.211-80-34840-6,Assam,TINSUKIA,2014,Autumn     ,Rice,5670,7682
172.217.9.227-10.42.0.151-80-46265-6,Assam,TINSUKIA,2014,Kharif     ,Arhar/Tur,82,79
10.42.0.1-10.42.0.42-53-11810-17,Assam,TINSUKIA,2014,Kharif     ,Castor seed,5,3
10.42.0.211-95.213.11.181-53354-80-6,Assam,TINSUKIA,2014,Kharif     ,Cotton(lint),1,1
192.229.173.136-10.42.0.211-443-51447-6,Assam,TINSUKIA,2014,Kharif     ,Jute,8,88
10.42.0.42-119.146.74.49-52980-443-6,Assam,TINSUKIA,2014,Kharif     ,Maize,966,2732
10.42.0.151-31.13.80.5-42703-443-6,Assam,TINSUKIA,2014,Kharif     ,Mesta,1,5
10.42.0.151-64.71.142.124-40018-443-6,Assam,TINSUKIA,2014,Kharif     ,Niger seed,18,9
10.42.0.151-104.97.84.76-35417-443-6,Assam,TINSUKIA,2014,Kharif     ,Orange,1185,23829
203.205.158.35-10.42.0.211-80-36555-6,Assam,TINSUKIA,2014,Kharif     ,Papaya,174,2614
172.217.12.174-10.42.0.151-443-47758-6,Assam,TINSUKIA,2014,Kharif     ,Sesamum,69,38
10.42.0.211-118.123.114.134-55665-80-6,Assam,TINSUKIA,2014,Kharif     ,Small millets,418,261
172.217.12.142-10.42.0.151-443-47392-17,Assam,TINSUKIA,2014,Kharif     ,Tapioca,31,258
209.10.120.26-10.42.0.211-80-33065-6,Assam,TINSUKIA,2014,Kharif     ,Tobacco,1,1
10.42.0.211-64.71.142.124-41856-443-6,Assam,TINSUKIA,2014,Rabi       ,Black pepper,288,345
10.42.0.211-31.13.80.8-52716-443-6,Assam,TINSUKIA,2014,Rabi       ,Dry chillies,243,191
10.42.0.211-10.42.0.1-48743-53-17,Assam,TINSUKIA,2014,Rabi       ,Ginger,929,7326
10.42.0.211-36.110.213.49-56935-80-6,Assam,TINSUKIA,2014,Rabi       ,Gram,7,5
220.243.219.55-10.42.0.211-80-41406-6,Assam,TINSUKIA,2014,Rabi       ,Masoor,19,14
175.100.207.232-10.42.0.211-80-48225-6,Assam,TINSUKIA,2014,Rabi       ,Moong(Green Gram),213,111
198.11.188.78-10.42.0.211-443-33789-6,Assam,TINSUKIA,2014,Rabi       ,Peas & beans (Pulses),1645,1661
10.42.0.151-52.84.29.154-34146-443-6,Assam,TINSUKIA,2014,Rabi       ,Pineapple,261,3771
10.42.0.211-123.125.29.220-52315-80-6,Assam,TINSUKIA,2014,Rabi       ,Rapeseed &Mustard,7233,5487
172.217.6.227-10.42.0.211-80-49184-6,Assam,TINSUKIA,2014,Rabi       ,Sweet potato,99,336
172.217.11.42-10.42.0.151-443-56797-6,Assam,TINSUKIA,2014,Rabi       ,Urad,2033,1318
10.42.0.42-62.138.0.117-43784-80-6,Assam,TINSUKIA,2014,Rabi       ,Wheat,20,24
192.229.173.173-10.42.0.211-80-50449-6,Assam,TINSUKIA,2014,Summer     ,Paddy,201,590
173.194.205.157-10.42.0.211-443-46850-6,Assam,TINSUKIA,2014,Summer     ,Rice,201,590
10.42.0.211-10.42.0.1-40666-53-17,Assam,TINSUKIA,2014,Whole Year ,Banana,2147,31066
10.42.0.211-10.42.0.1-57285-53-17,Assam,TINSUKIA,2014,Whole Year ,Onion,46,251
180.163.15.184-10.42.0.42-80-47280-6,Assam,TINSUKIA,2014,Whole Year ,Potato,2782,18098
10.42.0.211-10.42.0.1-57510-53-17,Assam,TINSUKIA,2014,Whole Year ,Sugarcane,200,7353
180.149.136.194-10.42.0.42-80-33215-6,Assam,TINSUKIA,2014,Whole Year ,Turmeric,372,254
10.42.0.151-10.42.0.1-64255-53-17,Assam,TINSUKIA,2014,Winter     ,Paddy,57642,97271
10.42.0.211-10.42.0.1-1707-53-17,Assam,TINSUKIA,2014,Winter     ,Rice,57642,97271
10.42.0.1-10.42.0.42-53-48876-17,Assam,UDALGURI,2005,Autumn     ,Rice,21750,14532
10.42.0.151-61.135.185.139-49811-80-6,Bihar,ARARIA,2019,Whole Year ,Sugarcane,162,7434
10.42.0.151-14.17.42.57-52712-80-6,Bihar,ARARIA,2019,Whole Year ,Sweet potato,743,7344
192.229.163.180-10.42.0.211-443-44200-6,Bihar,ARARIA,2019,Whole Year ,Turmeric,101,204
10.42.0.211-10.42.0.1-49028-53-17,Bihar,ARARIA,2019,Winter     ,Rice,93975,121063
10.42.0.211-10.42.0.1-33728-53-17,Bihar,ARARIA,2022,Kharif     ,Arhar/Tur,546,822
172.217.10.136-10.42.0.151-443-45266-6,Bihar,ARARIA,2022,Kharif     ,Blackgram,1174,881
10.42.0.1-10.42.0.42-53-51563-17,Bihar,ARARIA,2022,Kharif     ,Jute,35091,188322
172.217.11.14-10.42.0.151-443-55399-6,Bihar,ARARIA,2022,Kharif     ,Maize,5759,7097
10.42.0.211-115.239.210.141-55081-443-6,Bihar,ARARIA,2022,Kharif     ,Mesta,3019,18835
172.217.12.174-10.42.0.151-443-45766-6,Bihar,ARARIA,2022,Kharif     ,Other Kharif pulses,4789,3103
180.149.138.210-10.42.0.211-80-55593-6,Bihar,ARARIA,2022,Kharif     ,Ragi,1209,744
10.42.0.211-10.42.0.1-40951-53-17,Bihar,ARARIA,2022,Kharif     ,Sesamum,4,2
203.205.179.172-10.42.0.151-80-58560-6,Bihar,ARARIA,2022,Kharif     ,Small millets,313,292
172.217.11.10-10.42.0.151-443-47061-6,Bihar,ARARIA,2022,Kharif     ,Sunflower,2316,1297
205.204.101.182-10.42.0.211-443-41354-6,Bihar,ARARIA,2022,Rabi       ,Barley,52,60
180.76.176.11-10.42.0.211-80-56130-6,Bihar,ARARIA,2022,Rabi       ,Gram,1052,1129
180.149.136.194-10.42.0.211-443-55744-6,Bihar,ARARIA,2022,Rabi       ,Linseed,2267,1428
10.42.0.211-106.11.95.2-60710-443-6,Bihar,ARARIA,2022,Rabi       ,Maize,3205,7936
10.42.0.211-115.239.210.141-57528-80-6,Bihar,ARARIA,2022,Rabi       ,Other  Rabi pulses,14638,5334
172.217.12.206-10.42.0.151-443-53299-6,Bihar,ARARIA,2022,Rabi       ,Rapeseed &Mustard,3794,2337
239.255.255.250-10.42.0.1-1900-52548-17,Bihar,ARARIA,2022,Rabi       ,Wheat,46331,77310
10.42.0.211-52.84.139.27-48335-80-6,Bihar,ARARIA,2022,Summer     ,Maize,6905,9059
202.77.129.54-10.42.0.151-80-46010-6,Bihar,ARARIA,2022,Summer     ,Rice,9936,13613
10.42.0.42-69.195.159.158-33930-123-17,Bihar,ARARIA,2022,Whole Year ,Banana,381,6347
10.42.0.211-36.110.213.49-42543-80-6,Bihar,ARARIA,2022,Whole Year ,Coriander,163,100
203.205.128.137-10.42.0.42-80-34072-6,Bihar,ARARIA,2022,Whole Year ,Dry chillies,219,184
172.217.11.42-10.42.0.211-443-58409-6,Bihar,ARARIA,2022,Whole Year ,Dry ginger,48,67
169.45.238.55-10.42.0.151-443-57301-6,Bihar,ARARIA,2022,Whole Year ,Garlic,194,282
10.42.0.211-64.71.142.120-60642-443-6,Bihar,ARARIA,2022,Whole Year ,Onion,451,4032
10.42.0.211-10.42.0.1-41664-53-17,Bihar,ARARIA,2022,Whole Year ,Potato,4187,33232
10.42.0.211-64.71.142.124-41867-443-6,Bihar,ARARIA,2022,Whole Year ,Sannhamp,10,5
183.79.17.104-10.42.0.42-443-50381-6,Bihar,ARARIA,2022,Whole Year ,Sugarcane,77,3146
172.217.10.72-10.42.0.211-443-47484-6,Bihar,ARARIA,2022,Whole Year ,Sweet potato,1143,12356
10.42.0.211-123.125.29.220-41312-80-6,Bihar,ARARIA,2022,Whole Year ,Turmeric,88,141
10.42.0.211-112.80.248.187-44916-80-6,Bihar,ARARIA,2022,Winter     ,Rice,93100,90299
182.22.24.124-10.42.0.211-443-41857-6,Bihar,ARARIA,2021,Kharif     ,Arhar/Tur,973,1225
10.42.0.211-112.80.248.187-48098-80-6,Bihar,ARARIA,2021,Kharif     ,Bajra,305,187
10.42.0.211-52.202.236.229-39934-80-6,Bihar,ARARIA,2021,Kharif     ,Dry ginger,315,459
10.42.0.151-10.42.0.1-9898-53-17,Bihar,ARARIA,2021,Kharif     ,Groundnut,77,94
10.42.0.211-77.234.41.79-54878-443-6,Bihar,ARARIA,2021,Kharif     ,Horse-gram,2427,2398
211.91.160.204-10.42.0.211-80-60734-6,Bihar,ARARIA,2021,Kharif     ,Jowar,96,116
10.42.0.151-121.12.98.63-48170-80-6,Bihar,ARARIA,2021,Kharif     ,Jute,32986,240798
10.42.0.211-121.14.255.100-60079-80-6,Bihar,ARARIA,2021,Kharif     ,Maize,6572,12074
10.42.0.151-50.22.240.186-43899-5222-6,Bihar,ARARIA,2021,Kharif     ,Mesta,2654,20347
172.217.3.106-10.42.0.211-443-54591-6,Bihar,ARARIA,2021,Kharif     ,Moong(Green Gram),1822,905
192.229.173.173-10.42.0.42-80-51419-6,Bihar,ARARIA,2021,Kharif     ,Ragi,1272,876
172.217.10.42-10.42.0.211-443-39443-6,Bihar,ARARIA,2021,Kharif     ,Rice,24619,23238
172.217.6.237-10.42.0.42-443-36068-6,Bihar,ARARIA,2021,Kharif     ,Sesamum,67,25
10.42.0.211-10.42.0.1-10633-53-17,Bihar,ARARIA,2021,Kharif     ,Sunflower,1859,1964
10.42.0.151-10.42.0.1-13714-53-17,Bihar,ARARIA,2021,Kharif     ,Urad,1251,923
180.76.171.199-10.42.0.42-80-34881-6,Bihar,ARARIA,2021,Rabi       ,Gram,933,711
10.42.0.211-10.42.0.1-26573-53-17,Bihar,ARARIA,2021,Rabi       ,Khesari,5693,4924
10.42.0.211-104.192.110.245-49062-443-6,Bihar,ARARIA,2021,Rabi       ,Linseed,3221,1991
172.217.10.33-10.42.0.211-443-33016-6,Bihar,ARARIA,2021,Rabi       ,Maize,4857,10302
10.42.0.42-104.97.95.172-47382-80-6,Bihar,ARARIA,2021,Rabi       ,Masoor,2806,1855
180.149.153.68-10.42.0.211-80-55531-6,Bihar,ARARIA,2021,Rabi       ,Moong(Green Gram),7390,4072
10.42.0.1-10.42.0.42-53-29945-17,Bihar,ARARIA,2021,Rabi       ,Other  Rabi pulses,531,431
172.217.10.138-10.42.0.151-443-40395-6,Bihar,ARARIA,2021,Rabi       ,Peas & beans (Pulses),1464,1047
10.42.0.1-10.42.0.42-53-27577-17,Bihar,ARARIA,2021,Rabi       ,Rapeseed &Mustard,3607,1949
10.42.0.151-23.217.155.120-34049-80-6,Bihar,ARARIA,2021,Rabi       ,Wheat,50636,117438
10.42.0.211-119.146.74.34-33274-80-6,Bihar,ARARIA,2021,Summer     ,Maize,8272,9814
10.42.0.151-104.192.108.27-45727-443-6,Bihar,ARARIA,2021,Summer     ,Rice,13776,24727
169.45.214.246-10.42.0.211-443-53988-6,Bihar,ARARIA,2021,Whole Year ,Banana,132,936
10.42.0.151-10.42.0.1-6951-53-17,Bihar,ARARIA,2021,Whole Year ,Coriander,434,226
10.42.0.211-69.147.82.60-49932-443-6,Bihar,ARARIA,2021,Whole Year ,Dry chillies,688,654
174.35.73.199-10.42.0.211-80-41929-6,Bihar,ARARIA,2021,Whole Year ,Garlic,184,261
10.42.0.1-10.42.0.42-53-32624-17,Bihar,ARARIA,2021,Whole Year ,Onion,1688,12626
10.42.0.1-10.42.0.42-53-29539-17,Bihar,ARARIA,2021,Whole Year ,Potato,6790,50606
157.240.2.35-10.42.0.211-443-46034-6,Bihar,ARARIA,2021,Whole Year ,Sugarcane,72,1820
10.42.0.151-31.13.71.52-45766-443-6,Bihar,ARARIA,2021,Whole Year ,Sweet potato,703,9585
10.42.0.211-10.42.0.1-37512-53-17,Bihar,ARARIA,2021,Whole Year ,Turmeric,98,193
10.42.0.42-54.239.17.113-49981-443-6,Bihar,ARARIA,2018,Autumn     ,Rice,88865,84685
10.42.0.211-10.42.0.1-25945-53-17,Bihar,ARARIA,2018,Kharif     ,Arhar/Tur,2829,2826
172.217.9.234-10.42.0.211-443-52425-6,Bihar,ARARIA,2018,Kharif     ,Bajra,23,19
172.217.11.10-10.42.0.211-443-42618-6,Bihar,ARARIA,2018,Kharif     ,Dry ginger,57,78
10.42.0.211-111.1.17.152-33154-8077-6,Bihar,ARARIA,2018,Kharif     ,Horse-gram,2872,2838
172.217.10.74-10.42.0.211-443-45842-6,Bihar,ARARIA,2018,Kharif     ,Jute,31452,302289
10.42.0.211-36.110.213.49-57439-443-6,Bihar,ARARIA,2018,Kharif     ,Maize,6964,9450
10.42.0.211-23.23.242.24-50453-443-6,Bihar,ARARIA,2018,Kharif     ,Mesta,4437,56301
157.240.2.36-10.42.0.42-443-44354-6,Bihar,ARARIA,2018,Kharif     ,Moong(Green Gram),1532,917
10.42.0.211-10.42.0.1-34651-53-17,Bihar,ARARIA,2018,Kharif     ,Other Kharif pulses,20,10
220.243.219.55-10.42.0.151-80-46693-6,Bihar,ARARIA,2018,Kharif     ,Ragi,839,2179
140.205.134.25-10.42.0.211-443-34030-6,Bihar,ARARIA,2018,Kharif     ,Rice,24075,31507
10.42.0.211-69.147.82.60-33207-443-6,Bihar,ARARIA,2018,Kharif     ,Sesamum,30,15
10.42.0.151-54.192.38.18-53493-443-6,Bihar,ARARIA,2018,Kharif     ,Small millets,224,118
10.42.0.211-10.42.0.1-53390-53-17,Bihar,ARARIA,2018,Kharif     ,Sunflower,1912,3320
10.42.0.151-54.239.17.113-58518-443-6,Bihar,ARARIA,2018,Kharif     ,Urad,1069,528
140.205.62.20-10.42.0.42-80-37446-6,Bihar,ARARIA,2018,Rabi       ,Barley,173,203
169.45.210.72-10.42.0.151-443-49893-6,Bihar,ARARIA,2018,Rabi       ,Gram,5961,5365
220.243.219.55-10.42.0.211-80-58501-6,Bihar,ARARIA,2018,Rabi       ,Khesari,5336,2439
239.255.255.250-10.42.0.1-1900-48380-17,Bihar,ARARIA,2018,Rabi       ,Linseed,1949,1263
198.11.132.221-10.42.0.211-443-39960-6,Bihar,ARARIA,2018,Rabi       ,Maize,4239,6986
10.42.0.211-119.146.74.34-37090-80-6,Bihar,ARARIA,2018,Rabi       ,Masoor,2551,2247
172.217.3.110-10.42.0.151-443-49163-6,Bihar,ARARIA,2018,Rabi       ,Moong(Green Gram),8736,8684
203.205.147.229-10.42.0.42-80-53184-6,Bihar,ARARIA,2018,Rabi       ,Other  Rabi pulses,127,72
10.42.0.42-104.244.42.65-60188-443-6,Chhattisgarh,DHAMTARI,2013,Whole Year ,Sweet potato,37,198
172.217.10.106-10.42.0.42-443-49022-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Arhar/Tur,115,50
10.42.0.42-123.125.115.164-60860-443-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Groundnut,6,8
172.217.10.131-10.42.0.151-443-35397-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Horse-gram,81,27
10.42.0.211-10.42.0.1-56220-53-17,Chhattisgarh,DHAMTARI,2014,Kharif     ,Maize,4962,13066
172.217.10.142-10.42.0.151-443-43099-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Mesta,40,99
10.42.0.211-10.42.0.1-22344-53-17,Chhattisgarh,DHAMTARI,2014,Kharif     ,Moong(Green Gram),218,55
151.101.1.140-10.42.0.151-80-38008-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Other Kharif pulses,294,104
10.42.0.151-52.84.61.201-53021-443-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Potato,7,69
10.42.0.211-10.42.0.1-19443-53-17,Chhattisgarh,DHAMTARI,2014,Kharif     ,Ragi,143,44
10.42.0.151-74.119.118.71-50669-443-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Rice,198148,620402
172.217.10.142-10.42.0.151-443-39048-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Sesamum,133,68
10.42.0.211-23.205.18.73-49288-443-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Small millets,58,9
10.42.0.151-54.88.114.175-44474-443-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Sunflower,18,5
182.22.120.246-10.42.0.151-443-49173-6,Chhattisgarh,DHAMTARI,2014,Kharif     ,Urad,511,222
10.42.0.211-77.234.44.79-49485-443-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Gram,5835,7930
10.42.0.211-31.13.80.36-37197-443-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Horse-gram,61,21
172.217.12.174-10.42.0.151-443-59642-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Khesari,15551,15735
224.0.0.251-10.42.0.1-5353-5353-17,Chhattisgarh,DHAMTARI,2014,Rabi       ,Linseed,702,305
221.228.208.97-10.42.0.211-80-55104-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Masoor,378,148
174.129.32.118-10.42.0.211-443-59040-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Moong(Green Gram),151,39
202.77.129.150-10.42.0.211-80-45491-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Other  Rabi pulses,85,31
10.42.0.151-52.84.145.242-36458-443-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Peas & beans (Pulses),966,377
10.42.0.1-10.42.0.42-53-20353-17,Chhattisgarh,DHAMTARI,2014,Rabi       ,Potato,21,160
10.42.0.151-10.42.0.1-34084-53-17,Chhattisgarh,DHAMTARI,2014,Rabi       ,Rapeseed &Mustard,824,435
172.217.12.142-10.42.0.151-443-55510-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Safflower,10,3
10.42.0.211-104.192.110.245-53689-80-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Urad,237,65
10.42.0.211-77.234.44.40-36097-80-6,Chhattisgarh,DHAMTARI,2014,Rabi       ,Wheat,627,1103
10.42.0.211-52.6.206.34-45352-443-6,Chhattisgarh,DHAMTARI,2014,Whole Year ,Banana,52,2396
10.42.0.211-103.7.30.118-45629-80-6,Chhattisgarh,DHAMTARI,2014,Whole Year ,Coriander,184,74
10.42.0.211-10.42.0.1-11453-53-17,Chhattisgarh,DHAMTARI,2014,Whole Year ,Dry chillies,217,128
10.42.0.211-10.42.0.1-3562-53-17,Chhattisgarh,DHAMTARI,2014,Whole Year ,Jowar,64,58
10.42.0.211-125.39.83.108-50720-443-6,Chhattisgarh,DHAMTARI,2014,Whole Year ,Onion,92,829
151.101.20.166-10.42.0.211-443-47147-6,Chhattisgarh,DHAMTARI,2014,Whole Year ,Sugarcane,5,39
182.22.65.137-10.42.0.151-443-57640-6,Chhattisgarh,DHAMTARI,2014,Whole Year ,Sweet potato,46,247
10.42.0.211-34.198.80.176-39510-443-6,Chhattisgarh,DURG,2018,Kharif     ,Arhar/Tur,6191,1937
172.217.3.98-10.42.0.151-443-41741-6,Chhattisgarh,DURG,2018,Kharif     ,Bajra,17,6
203.205.191.27-10.42.0.151-80-43278-6,Chhattisgarh,DURG,2018,Kharif     ,Castor seed,20,6
172.217.12.200-10.42.0.42-443-33279-6,Chhattisgarh,DURG,2018,Kharif     ,Groundnut,988,934
10.42.0.211-31.13.80.5-36884-443-6,Chhattisgarh,DURG,2018,Kharif     ,Horse-gram,488,127
10.42.0.151-10.42.0.1-2274-53-17,Chhattisgarh,DURG,2018,Kharif     ,Jowar,219,115
10.42.0.211-104.244.42.65-33394-80-6,Chhattisgarh,DURG,2018,Kharif     ,Maize,281,254
10.42.0.42-103.235.46.212-48462-80-6,Chhattisgarh,DURG,2018,Kharif     ,Mesta,8,16
172.217.12.194-10.42.0.151-443-56046-6,Chhattisgarh,DURG,2018,Kharif     ,Moong(Green Gram),285,44
10.42.0.211-63.250.200.101-42587-443-6,Chhattisgarh,DURG,2018,Kharif     ,Other Kharif pulses,15,5
10.42.0.211-10.42.0.1-39675-53-17,Chhattisgarh,DURG,2018,Kharif     ,Ragi,44,9
10.42.0.42-59.38.112.48-46104-443-6,Chhattisgarh,DURG,2018,Kharif     ,Rice,435303,224171
172.217.12.131-10.42.0.42-443-39240-6,Chhattisgarh,DURG,2018,Kharif     ,Sesamum,1240,187
205.204.101.182-10.42.0.211-443-49825-6,Chhattisgarh,DURG,2018,Kharif     ,Small millets,15903,1337
182.22.24.124-10.42.0.151-443-43948-6,Chhattisgarh,DURG,2018,Kharif     ,Soyabean,2554,1299
172.217.11.46-10.42.0.42-443-38660-6,Chhattisgarh,DURG,2018,Kharif     ,Sunflower,230,97
10.42.0.151-31.13.71.3-35306-443-6,Chhattisgarh,DURG,2018,Kharif     ,Urad,2791,762
172.217.12.132-10.42.0.211-443-38774-6,Chhattisgarh,DURG,2018,Rabi       ,Barley,4,2
182.254.5.234-10.42.0.211-80-47324-6,Chhattisgarh,DURG,2018,Rabi       ,Gram,51861,29574
10.42.0.42-106.39.162.36-36378-80-6,Chhattisgarh,DURG,2018,Rabi       ,Khesari,57294,20922
10.42.0.151-40.79.74.185-34893-443-6,Chhattisgarh,DURG,2018,Rabi       ,Linseed,14648,2431
10.42.0.1-10.42.0.42-53-40681-17,Chhattisgarh,DURG,2018,Rabi       ,Masoor,5396,1342
10.42.0.211-10.42.0.1-17855-53-17,Chhattisgarh,DURG,2018,Rabi       ,Moong(Green Gram),182,43
140.205.62.20-10.42.0.211-80-51226-6,Chhattisgarh,DURG,2018,Rabi       ,Peas & beans (Pulses),477,116
10.42.0.211-10.42.0.1-44069-53-17,Chhattisgarh,DURG,2018,Rabi       ,Rapeseed &Mustard,279,58
172.217.10.3-10.42.0.42-443-59061-6,Chhattisgarh,DURG,2018,Rabi       ,Safflower,109,21
203.205.158.61-10.42.0.211-80-36228-6,Chhattisgarh,DURG,2018,Rabi       ,Urad,1805,392
208.80.154.224-10.42.0.211-443-58760-6,Chhattisgarh,DURG,2018,Rabi       ,Wheat,14702,9952
10.42.0.211-31.13.80.12-48416-443-6,Chhattisgarh,DURG,2018,Whole Year ,Banana,10,324
157.55.56.144-10.42.0.151-40028-43477-17,Chhattisgarh,DURG,2018,Whole Year ,Coriander,1283,311
10.42.0.151-10.42.0.1-10486-53-17,Chhattisgarh,DURG,2018,Whole Year ,Dry chillies,198,49
10.42.0.1-10.42.0.42-53-15037-17,Chhattisgarh,DURG,2018,Whole Year ,Dry ginger,10,10
10.42.0.211-72.21.206.140-34300-443-6,Chhattisgarh,DURG,2018,Whole Year ,Onion,128,733
172.217.7.132-10.42.0.211-443-41598-6,Chhattisgarh,DURG,2018,Whole Year ,Potato,45,300
10.42.0.211-64.71.142.124-55738-443-6,Chhattisgarh,DURG,2018,Whole Year ,Sannhamp,69,21
10.42.0.42-13.32.250.123-34890-443-6,Chhattisgarh,DURG,2018,Whole Year ,Sugarcane,102,146
10.42.0.151-10.42.0.1-60881-53-17,Chhattisgarh,DURG,2018,Whole Year ,Sweet potato,35,217
180.149.153.68-10.42.0.211-80-34617-6,Chhattisgarh,DURG,2018,Whole Year ,Tobacco,1,
173.241.242.143-10.42.0.151-443-37259-6,Chhattisgarh,DURG,2018,Whole Year ,Turmeric,1,1
172.217.12.138-10.42.0.211-443-53340-6,Chhattisgarh,DURG,2017,Kharif     ,Arhar/Tur,4974,1959
172.217.12.202-10.42.0.211-443-54414-6,Chhattisgarh,DURG,2017,Kharif     ,Bajra,6,3
10.42.0.211-10.42.0.1-5685-53-17,Chhattisgarh,DURG,2017,Kharif     ,Castor seed,40,12
172.217.10.110-10.42.0.151-443-44931-6,Chhattisgarh,DURG,2017,Kharif     ,Groundnut,925,1292
174.35.73.71-10.42.0.42-443-54583-6,Chhattisgarh,DURG,2017,Kharif     ,Horse-gram,590,191
10.42.0.211-107.23.223.254-41811-80-6,Chhattisgarh,DURG,2017,Kharif     ,Jowar,107,97
10.42.0.211-54.192.36.247-49230-443-6,Chhattisgarh,DURG,2017,Kharif     ,Maize,327,185
172.217.10.106-10.42.0.42-443-38744-6,Chhattisgarh,DURG,2017,Kharif     ,Mesta,7,14
10.42.0.211-123.59.190.237-53520-80-6,Chhattisgarh,DURG,2017,Kharif     ,Moong(Green Gram),202,46
10.42.0.42-111.202.114.35-42457-80-6,Chhattisgarh,DURG,2017,Kharif     ,Ragi,16,4
172.217.10.74-10.42.0.211-443-47647-6,Chhattisgarh,DURG,2017,Kharif     ,Rice,436807,605170
172.217.10.110-10.42.0.151-443-42319-6,Chhattisgarh,DURG,2017,Kharif     ,Sesamum,1172,269
221.228.208.94-10.42.0.42-80-33208-6,Chhattisgarh,DURG,2017,Kharif     ,Small millets,15523,3280
10.42.0.211-14.17.42.57-40033-80-6,Chhattisgarh,DURG,2017,Kharif     ,Soyabean,2998,1949
