Fid,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,results
180.149.136.194-10.42.0.211-443-60202-6,Madhya Pradesh,JABALPUR,2012,Kharif     ,Groundnut,173.0,355.0,0
207.210.46.249-10.42.0.211-123-38520-17,Madhya Pradesh,JABALPUR,2012,Kharif     ,Jowar,1432.0,3052.0,0
172.217.6.238-10.42.0.151-443-46281-6,Madhya Pradesh,JABALPUR,2013,Rabi       ,Other  Rabi pulses,26.0,13.0,0
183.79.250.123-10.42.0.211-443-60670-6,Madhya Pradesh,JABALPUR,2013,Rabi       ,Peas & beans (Pulses),20887.0,21491.0,0
10.42.0.211-123.125.29.138-56250-443-6,Madhya Pradesh,JABALPUR,2013,Rabi       ,Rapeseed &Mustard,3680.0,3235.0,0
172.217.7.227-10.42.0.211-443-39913-6,Madhya Pradesh,JABALPUR,2013,Rabi       ,Urad,2198.0,989.0,0
10.42.0.211-52.84.29.154-52852-443-6,Madhya Pradesh,JABALPUR,2013,Rabi       ,Wheat,119710.0,332705.0,1
10.42.0.211-98.139.180.180-53669-443-6,Madhya Pradesh,JABALPUR,2013,Whole Year ,Banana,7.0,,0
173.194.206.188-10.42.0.151-5228-46709-6,Madhya Pradesh,JABALPUR,2013,Whole Year ,Coriander,717.0,258.0,0
216.58.217.68-10.42.0.211-443-59345-6,Madhya Pradesh,JABALPUR,2013,Whole Year ,Dry chillies,445.0,598.0,0
10.42.0.211-125.88.193.249-46604-80-6,Madhya Pradesh,JABALPUR,2013,Whole Year ,Dry ginger,36.0,61.0,0
10.42.0.151-10.42.0.1-45840-53-17,Madhya Pradesh,JABALPUR,2013,Whole Year ,Garlic,9.0,45.0,0
10.42.0.211-10.42.0.1-29535-53-17,Madhya Pradesh,JABALPUR,2013,Whole Year ,Onion,164.0,5063.0,0
10.42.0.42-98.139.225.43-42372-443-6,Madhya Pradesh,JABALPUR,2013,Whole Year ,Potato,229.0,3254.0,0
172.217.3.110-10.42.0.211-443-50932-6,Madhya Pradesh,JABALPUR,2013,Whole Year ,Sesamum,1279.0,700.0,0
173.194.204.188-10.42.0.42-5228-55373-6,Madhya Pradesh,JABALPUR,2013,Whole Year ,Sugarcane,845.0,25490.0,0
10.42.0.211-104.193.88.109-35013-80-6,Madhya Pradesh,JABALPUR,2013,Whole Year ,Sweet potato,1.0,8.0,0
222.73.28.96-10.42.0.42-80-47437-6,Madhya Pradesh,JABALPUR,2013,Whole Year ,Turmeric,10.0,17.0,0
172.217.12.174-10.42.0.151-443-59642-6,Madhya Pradesh,JHABUA,2019,Kharif     ,Arhar/Tur,4400.0,2600.0,0
10.42.0.42-23.206.193.4-43509-443-6,Madhya Pradesh,JHABUA,2019,Kharif     ,Bajra,15100.0,6700.0,0
172.217.6.227-10.42.0.151-443-44928-6,Madhya Pradesh,JHABUA,2019,Kharif     ,Cotton(lint),15000.0,21000.0,0
10.42.0.211-13.107.3.128-38290-443-6,Madhya Pradesh,JHABUA,2019,Kharif     ,Groundnut,16600.0,12300.0,0
10.42.0.211-10.42.0.1-5351-56373-17,Madhya Pradesh,JHABUA,2019,Kharif     ,Jowar,16400.0,10700.0,0
172.217.12.129-10.42.0.211-443-39436-6,Madhya Pradesh,JHABUA,2019,Kharif     ,Maize,104300.0,139600.0,0
202.77.129.150-10.42.0.211-80-54514-6,Madhya Pradesh,JHABUA,2019,Kharif     ,Paddy,27400.0,16900.0,0
10.42.0.42-123.125.115.164-53671-443-6,Madhya Pradesh,JHABUA,2019,Kharif     ,Small millets,600.0,100.0,0
172.217.20.67-10.42.0.151-443-56763-6,Madhya Pradesh,JHABUA,2019,Kharif     ,Soyabean,29300.0,24200.0,0
10.42.0.211-66.102.255.44-43109-443-6,Madhya Pradesh,JHABUA,2019,Rabi       ,Barley,400.0,400.0,0
10.42.0.211-10.42.0.1-27952-53-17,Madhya Pradesh,JHABUA,2018,Rabi       ,Jowar,372.0,149.0,0
10.42.0.211-10.42.0.1-28695-53-17,Madhya Pradesh,JHABUA,2018,Rabi       ,Other  Rabi pulses,28.0,2.0,0
172.217.11.14-10.42.0.151-443-35230-6,Madhya Pradesh,JHABUA,2018,Rabi       ,Rapeseed &Mustard,3.0,1.0,0
10.42.0.151-10.42.0.1-60993-53-17,Madhya Pradesh,JHABUA,2018,Rabi       ,Wheat,1482.0,1220.0,1
169.45.248.180-10.42.0.211-5222-42741-6,Madhya Pradesh,JHABUA,2018,Whole Year ,Dry chillies,868.0,198.0,0
205.185.216.10-10.42.0.211-80-54626-6,Madhya Pradesh,JHABUA,2018,Whole Year ,Garlic,27.0,29.0,0
157.240.2.20-10.42.0.42-443-48870-6,Madhya Pradesh,JHABUA,2018,Whole Year ,Onion,46.0,242.0,0
239.255.255.250-10.42.0.1-1900-35816-17,Madhya Pradesh,JHABUA,2018,Whole Year ,Sannhamp,133.0,272.0,0
10.42.0.42-106.11.94.6-50600-443-6,Madhya Pradesh,JHABUA,2018,Whole Year ,Sugarcane,23.0,140.0,0
172.217.8.3-10.42.0.211-80-37891-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Arhar/Tur,5080.0,2315.0,0
10.42.0.211-23.21.62.180-42711-443-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Bajra,16779.0,7213.0,0
172.217.10.138-10.42.0.211-443-39984-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Castor seed,1025.0,340.0,0
10.42.0.151-31.13.69.195-54239-443-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Cotton(lint),26707.0,13098.0,0
10.42.0.211-111.206.25.159-59117-80-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Dry ginger,19.0,22.0,0
10.42.0.211-103.7.30.118-49041-80-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Groundnut,14992.0,12853.0,0
157.240.2.20-10.42.0.211-443-56467-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Jowar,17251.0,10024.0,0
10.42.0.211-64.71.142.124-45681-80-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Maize,106637.0,215690.0,0
10.42.0.211-38.69.238.17-48287-80-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Other Kharif pulses,92184.0,29863.0,0
172.217.6.194-10.42.0.211-443-55182-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Rice,22539.0,4557.0,0
219.142.78.162-10.42.0.211-443-59392-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Sesamum,212.0,56.0,0
220.181.7.190-10.42.0.211-443-39894-6,Madhya Pradesh,JHABUA,2017,Kharif     ,Small millets,5995.0,1154.0,0
10.42.0.151-10.42.0.1-60801-53-17,Madhya Pradesh,JHABUA,2017,Kharif     ,Soyabean,35811.0,17560.0,0
172.217.10.74-10.42.0.151-443-32931-6,Madhya Pradesh,JHABUA,2010,Rabi       ,Moong(Green Gram),107.0,21.0,0
203.205.144.184-10.42.0.151-80-34861-6,Madhya Pradesh,JHABUA,2010,Rabi       ,Peas & beans (Pulses),164.0,54.0,0
172.217.7.228-10.42.0.211-443-40556-6,Madhya Pradesh,JHABUA,2010,Rabi       ,Rapeseed &Mustard,27.0,15.0,0
10.42.0.1-10.42.0.42-53-4707-17,Madhya Pradesh,JHABUA,2010,Rabi       ,Wheat,27515.0,51628.0,1
10.42.0.151-10.42.0.1-47550-53-17,Madhya Pradesh,JHABUA,2010,Whole Year ,Coriander,2.0,1.0,0
10.42.0.211-23.21.95.195-60366-443-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Dry chillies,1877.0,4002.0,0
10.42.0.151-69.147.82.60-42245-443-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Dry ginger,42.0,53.0,0
10.42.0.42-37.1.203.158-34385-443-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Garlic,151.0,272.0,0
208.185.50.45-10.42.0.211-443-51888-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Onion,241.0,2656.0,0
172.217.10.138-10.42.0.151-443-41761-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Potato,11.0,109.0,0
192.229.173.173-10.42.0.211-443-49934-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Sannhamp,75.0,172.0,0
172.217.3.98-10.42.0.151-443-41839-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Sesamum,174.0,95.0,0
10.42.0.151-64.71.142.95-51792-443-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Sugarcane,9.0,280.0,0
182.22.25.124-10.42.0.151-443-49090-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Sweet potato,20.0,81.0,0
172.217.12.163-10.42.0.42-443-45637-6,Madhya Pradesh,JHABUA,2010,Whole Year ,Turmeric,5.0,4.0,0
10.42.0.151-119.146.74.33-59408-443-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Arhar/Tur,2201.0,849.0,0
10.42.0.211-23.205.20.234-59702-80-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Bajra,5.0,3.0,0
239.255.255.250-10.42.0.1-1900-48492-17,Madhya Pradesh,JHABUA,2011,Kharif     ,Barley,154.0,179.0,0
180.163.15.184-10.42.0.211-80-54231-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Castor seed,197.0,64.0,0
10.42.0.211-23.206.125.17-50434-80-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Cotton(lint),22153.0,26245.0,0
10.42.0.151-104.193.88.109-48424-80-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Groundnut,6780.0,7837.0,0
203.205.179.172-10.42.0.211-80-41029-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Horse-gram,647.0,185.0,0
10.42.0.151-10.42.0.1-58936-53-17,Madhya Pradesh,JHABUA,2011,Kharif     ,Jowar,2990.0,2949.0,0
10.42.0.211-10.42.0.1-11846-53-17,Madhya Pradesh,JHABUA,2011,Kharif     ,Maize,68191.0,54624.0,0
10.42.0.211-77.234.41.79-53133-443-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Moong(Green Gram),373.0,84.0,0
10.42.0.211-10.42.0.1-17218-53-17,Madhya Pradesh,JHABUA,2011,Kharif     ,Other Kharif pulses,157.0,42.0,0
10.42.0.211-52.84.29.55-45148-443-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Rice,12137.0,8569.0,0
172.217.7.195-10.42.0.211-80-35628-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Sannhamp,59.0,94.0,0
192.229.163.180-10.42.0.211-443-44203-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Small millets,412.0,91.0,0
10.42.0.211-10.42.0.1-5798-53-17,Madhya Pradesh,JHABUA,2011,Kharif     ,Soyabean,49049.0,33450.0,0
162.208.22.39-10.42.0.42-443-55491-6,Madhya Pradesh,JHABUA,2011,Kharif     ,Urad,8938.0,2666.0,0
222.73.28.96-10.42.0.211-80-47961-6,Madhya Pradesh,JHABUA,2011,Rabi       ,Gram,14554.0,8619.0,0
10.42.0.151-10.42.0.1-12868-53-17,Nagaland,PHEK,2011,Rabi       ,Maize,660.0,1310.0,0
10.42.0.211-52.84.134.65-41296-443-6,Nagaland,PHEK,2011,Rabi       ,Masoor,160.0,120.0,0
10.42.0.211-23.23.129.231-41150-443-6,Nagaland,PHEK,2011,Rabi       ,Peas & beans (Pulses),1030.0,950.0,0
203.205.158.63-10.42.0.211-80-58577-6,Nagaland,PHEK,2011,Rabi       ,Potato,1170.0,10580.0,0
10.42.0.151-112.90.74.178-48697-80-6,Nagaland,PHEK,2011,Rabi       ,Rapeseed &Mustard,2870.0,2880.0,0
172.217.1.162-10.42.0.211-443-47410-6,Nagaland,PHEK,2011,Rabi       ,Sunflower,250.0,130.0,0
175.100.207.233-10.42.0.211-80-51341-6,Nagaland,PHEK,2011,Rabi       ,Wheat,340.0,600.0,1
216.58.219.238-10.42.0.151-443-56984-6,Nagaland,PHEK,2012,Kharif     ,Arhar/Tur,420.0,380.0,0
10.42.0.211-10.42.0.1-23132-53-17,Nagaland,PHEK,2012,Kharif     ,Bajra,60.0,60.0,0
183.57.48.84-10.42.0.151-80-42051-6,Nagaland,PHEK,2012,Kharif     ,Castor seed,20.0,10.0,0
172.217.9.234-10.42.0.211-443-60379-6,Nagaland,PHEK,2012,Kharif     ,Ginger,350.0,3190.0,0
10.42.0.42-106.11.129.143-55482-80-6,Nagaland,PHEK,2012,Kharif     ,Groundnut,60.0,60.0,0
216.58.219.227-10.42.0.151-443-45631-6,Nagaland,PHEK,2012,Kharif     ,Horse-gram,50.0,50.0,0
219.142.78.162-10.42.0.211-80-52996-6,Nagaland,PHEK,2012,Kharif     ,Jowar,30.0,30.0,0
10.42.0.211-104.192.108.27-42685-80-6,Nagaland,PHEK,2012,Kharif     ,Maize,8100.0,15890.0,0
10.42.0.151-10.42.0.1-22595-53-17,Nagaland,PHEK,2012,Kharif     ,Mesta,220.0,250.0,0
172.217.12.174-10.42.0.151-443-36603-6,Nagaland,PHEK,2012,Kharif     ,Peas & beans (Pulses),290.0,380.0,0
10.42.0.211-108.174.10.10-51954-443-6,Nagaland,PHEK,2012,Kharif     ,Rice,13930.0,34180.0,0
10.42.0.151-10.42.0.1-40406-53-17,Nagaland,PHEK,2012,Kharif     ,Sesamum,300.0,190.0,0
172.217.10.13-10.42.0.151-443-36488-6,Nagaland,PHEK,2012,Kharif     ,Small millets,2080.0,2340.0,0
172.217.12.170-10.42.0.42-443-42436-6,Nagaland,PHEK,2012,Kharif     ,Soyabean,2090.0,2660.0,0
172.217.12.202-10.42.0.151-443-55631-6,Nagaland,PHEK,2012,Kharif     ,Sugarcane,250.0,10890.0,0
10.42.0.211-10.42.0.1-41653-53-17,Nagaland,PHEK,2012,Kharif     ,Sweet potato,150.0,1280.0,0
216.58.219.196-10.42.0.151-443-33388-6,Nagaland,PHEK,2012,Kharif     ,Tapioca,140.0,2830.0,0
10.42.0.42-23.217.155.120-58742-80-6,Nagaland,PHEK,2012,Kharif     ,Urad,20.0,20.0,0
172.217.10.106-10.42.0.151-443-50676-6,Nagaland,PHEK,2012,Rabi       ,Barley,60.0,70.0,0
172.217.10.46-10.42.0.151-443-44435-6,Nagaland,PHEK,2012,Rabi       ,Blackgram,80.0,60.0,0
10.42.0.211-104.88.88.137-35660-80-6,Nagaland,PHEK,2012,Rabi       ,Gram,80.0,70.0,0
10.42.0.211-23.21.215.127-41698-443-6,Nagaland,PHEK,2012,Rabi       ,Linseed,660.0,520.0,0
10.42.0.42-111.202.114.35-59346-80-6,Nagaland,PHEK,2012,Rabi       ,Maize,690.0,1350.0,0
10.42.0.211-10.42.0.1-9112-53-17,Nagaland,PHEK,2012,Rabi       ,Masoor,160.0,130.0,0
172.217.6.238-10.42.0.211-443-54735-6,Nagaland,PHEK,2012,Rabi       ,Peas & beans (Pulses),680.0,710.0,0
10.42.0.211-31.13.71.52-34903-443-6,Nagaland,PHEK,2012,Rabi       ,Potato,1280.0,12890.0,0
172.217.12.138-10.42.0.151-443-57339-6,Nagaland,PHEK,2012,Rabi       ,Rapeseed &Mustard,2870.0,2900.0,0
10.42.0.151-108.168.176.204-49360-5222-6,Nagaland,PHEK,2012,Rabi       ,Sunflower,270.0,170.0,0
10.42.0.1-10.42.0.42-53-61620-17,Nagaland,PHEK,2012,Rabi       ,Wheat,350.0,630.0,1
172.217.10.106-10.42.0.151-443-48247-6,Nagaland,PHEK,2013,Kharif     ,Arhar/Tur,430.0,390.0,0
10.42.0.42-119.146.74.31-47042-443-6,Nagaland,PHEK,2013,Kharif     ,Bajra,60.0,60.0,0
10.42.0.151-13.32.250.220-50409-443-6,Nagaland,PHEK,2013,Kharif     ,Bean,300.0,400.0,0
182.22.24.124-10.42.0.211-80-42137-6,Nagaland,PHEK,2013,Kharif     ,Castor seed,20.0,10.0,0
172.217.9.238-10.42.0.42-443-37324-6,Nagaland,PHEK,2013,Kharif     ,Colocosia,570.0,5420.0,0
172.217.3.106-10.42.0.151-443-60644-6,Nagaland,PHEK,2013,Kharif     ,Cotton(lint),50.0,30.0,0
202.77.129.161-10.42.0.211-80-44264-6,Nagaland,PHEK,2013,Kharif     ,Cowpea(Lobia),120.0,180.0,0
180.149.136.194-10.42.0.42-443-42076-6,Nagaland,PHEK,2013,Kharif     ,Ginger,350.0,3190.0,0
10.42.0.151-72.21.206.141-47732-443-6,Nagaland,PHEK,2013,Kharif     ,Groundnut,60.0,60.0,0
172.217.12.129-10.42.0.211-443-43158-6,Nagaland,PHEK,2013,Kharif     ,Jobster,140.0,150.0,0
198.105.244.11-10.42.0.151-80-35944-6,Nagaland,TUENSANG,2005,Rabi       ,Linseed,830.0,280.0,0
172.217.10.66-10.42.0.151-443-54654-6,Nagaland,TUENSANG,2005,Rabi       ,Masoor,240.0,620.0,0
172.217.10.78-10.42.0.42-443-34399-6,Nagaland,TUENSANG,2005,Rabi       ,Other  Rabi pulses,640.0,1410.0,0
10.42.0.151-119.167.164.115-50950-80-6,Nagaland,TUENSANG,2005,Rabi       ,Peas & beans (Pulses),740.0,1070.0,0
10.42.0.211-121.12.98.64-51610-80-6,Nagaland,TUENSANG,2005,Rabi       ,Rapeseed &Mustard,1880.0,1090.0,0
172.217.12.163-10.42.0.42-443-52465-6,Nagaland,TUENSANG,2005,Rabi       ,Wheat,120.0,200.0,1
183.79.250.251-10.42.0.151-443-36772-6,Nagaland,TUENSANG,2006,Kharif     ,Arhar/Tur,420.0,510.0,0
10.42.0.211-123.125.115.164-46712-443-6,Nagaland,TUENSANG,2006,Kharif     ,Dry ginger,190.0,1670.0,0
157.55.56.174-10.42.0.151-40022-43477-17,Nagaland,TUENSANG,2006,Kharif     ,Groundnut,70.0,80.0,0
10.42.0.151-104.196.170.154-42619-443-6,Nagaland,TUENSANG,2006,Kharif     ,Jowar,110.0,80.0,0
10.42.0.211-10.42.0.1-56617-53-17,Nagaland,TUENSANG,2006,Kharif     ,Maize,9370.0,15690.0,0
10.42.0.211-123.125.29.220-58306-80-6,Nagaland,TUENSANG,2006,Kharif     ,Moong(Green Gram),70.0,80.0,0
10.42.0.151-10.42.0.1-38015-53-17,Nagaland,TUENSANG,2006,Kharif     ,Peas & beans (Pulses),190.0,230.0,0
10.42.0.211-10.42.0.1-61685-53-17,Nagaland,TUENSANG,2006,Kharif     ,Potato,380.0,3450.0,0
172.217.11.8-10.42.0.42-443-59405-6,Nagaland,TUENSANG,2006,Kharif     ,Rice,26150.0,41630.0,0
172.217.10.132-10.42.0.211-443-55884-6,Nagaland,TUENSANG,2006,Kharif     ,Sesamum,570.0,380.0,0
172.217.10.138-10.42.0.211-443-36530-6,Nagaland,TUENSANG,2006,Kharif     ,Small millets,2860.0,2080.0,0
10.42.0.151-31.13.65.52-51852-443-6,Nagaland,TUENSANG,2006,Kharif     ,Soyabean,4470.0,5360.0,0
10.42.0.42-66.231.239.122-34702-80-6,Nagaland,TUENSANG,2006,Rabi       ,Gram,60.0,70.0,0
10.42.0.211-10.42.0.1-16863-53-17,Nagaland,TUENSANG,2006,Rabi       ,Linseed,950.0,580.0,0
10.42.0.151-64.71.142.124-39936-80-6,Nagaland,TUENSANG,2006,Rabi       ,Masoor,290.0,350.0,0
172.217.8.3-10.42.0.151-80-55811-6,Nagaland,TUENSANG,2006,Rabi       ,Other  Rabi pulses,830.0,1030.0,0
180.149.153.68-10.42.0.211-80-45550-6,Nagaland,TUENSANG,2006,Rabi       ,Peas & beans (Pulses),760.0,920.0,0
10.42.0.211-10.42.0.1-19232-53-17,Nagaland,TUENSANG,2006,Rabi       ,Rapeseed &Mustard,2010.0,1430.0,0
203.205.144.183-10.42.0.151-80-42273-6,Nagaland,TUENSANG,2006,Rabi       ,Urad,60.0,70.0,0
10.42.0.42-119.146.74.34-51608-80-6,Nagaland,TUENSANG,2006,Rabi       ,Wheat,150.0,130.0,1
10.42.0.211-31.13.80.52-33274-443-6,Nagaland,TUENSANG,2007,Kharif     ,Arhar/Tur,210.0,250.0,0
10.42.0.211-36.110.210.167-35684-80-6,Nagaland,TUENSANG,2007,Kharif     ,Dry chillies,50.0,70.0,0
10.42.0.151-72.21.207.148-35575-443-6,Nagaland,TUENSANG,2007,Kharif     ,Dry ginger,410.0,2500.0,0
10.42.0.151-10.42.0.1-48871-53-17,Nagaland,TUENSANG,2007,Kharif     ,Groundnut,120.0,130.0,0
172.217.12.170-10.42.0.151-443-38308-6,Nagaland,TUENSANG,2011,Rabi       ,Peas & beans (Pulses),570.0,500.0,0
172.217.10.110-10.42.0.151-443-59772-6,Nagaland,TUENSANG,2011,Rabi       ,Potato,910.0,8210.0,0
10.42.0.211-10.42.0.1-2475-53-17,Nagaland,TUENSANG,2011,Rabi       ,Rapeseed &Mustard,2140.0,2140.0,0
10.42.0.1-10.42.0.42-53-49296-17,Nagaland,TUENSANG,2011,Rabi       ,Wheat,330.0,560.0,1
172.217.11.46-10.42.0.151-443-42331-6,Nagaland,TUENSANG,2012,Kharif     ,Arhar/Tur,310.0,280.0,0
174.35.73.78-10.42.0.211-80-57854-6,Nagaland,TUENSANG,2012,Kharif     ,Bajra,100.0,110.0,0
10.42.0.211-54.225.168.247-48187-443-6,Nagaland,TUENSANG,2012,Kharif     ,Castor seed,20.0,10.0,0
10.42.0.151-106.11.129.144-54641-443-6,Nagaland,TUENSANG,2012,Kharif     ,Ginger,290.0,2640.0,0
157.240.18.19-10.42.0.211-443-42652-6,Nagaland,TUENSANG,2012,Kharif     ,Groundnut,90.0,90.0,0
182.22.24.252-10.42.0.151-443-38586-6,Nagaland,TUENSANG,2012,Kharif     ,Horse-gram,30.0,30.0,0
10.42.0.151-10.42.0.1-49132-53-17,Nagaland,TUENSANG,2012,Kharif     ,Maize,10110.0,19910.0,0
10.42.0.42-104.193.88.109-49662-80-6,Nagaland,TUENSANG,2012,Kharif     ,Mesta,160.0,180.0,0
10.42.0.211-10.42.0.1-62755-53-17,Nagaland,TUENSANG,2012,Kharif     ,Peas & beans (Pulses),210.0,270.0,0
10.42.0.211-10.42.0.1-53662-53-17,Nagaland,TUENSANG,2012,Kharif     ,Ragi,80.0,70.0,0
157.240.2.25-10.42.0.151-443-42043-6,Odisha,NABARANGPUR,2004,Summer     ,Maize,1691.0,3759.1,0
10.42.0.211-10.42.0.1-26143-53-17,Odisha,NABARANGPUR,2004,Summer     ,Moong(Green Gram),645.0,238.7,0
10.42.0.211-52.84.134.149-53781-443-6,Odisha,NABARANGPUR,2004,Summer     ,Ragi,2.0,0.9,0
216.58.219.227-10.42.0.151-443-43450-6,Odisha,NABARANGPUR,2004,Summer     ,Rice,2018.0,5000.0,0
205.204.101.196-10.42.0.151-443-60134-6,Odisha,NABARANGPUR,2004,Summer     ,Wheat,42.0,57.1,1
192.229.173.173-10.42.0.151-80-39781-6,Odisha,NABARANGPUR,2004,Whole Year ,Coriander,276.0,134.0,0
174.129.32.118-10.42.0.211-443-60907-6,Odisha,NABARANGPUR,2004,Whole Year ,Dry chillies,1843.0,1560.0,0
10.42.0.211-77.234.44.200-52483-80-6,Odisha,NABARANGPUR,2004,Whole Year ,Garlic,82.0,263.0,0
10.42.0.1-10.42.0.42-53-38677-17,Odisha,NABARANGPUR,2004,Whole Year ,Onion,748.0,13550.0,0
172.217.7.228-10.42.0.151-443-40598-6,Odisha,NABARANGPUR,2004,Whole Year ,Sweet potato,129.0,1065.0,0
172.217.12.163-10.42.0.42-443-45669-17,Odisha,NABARANGPUR,2004,Whole Year ,Tobacco,139.0,63.0,0
10.42.0.42-52.84.1.143-33727-443-6,Odisha,NABARANGPUR,2004,Whole Year ,Turmeric,94.0,199.0,0
174.35.73.174-10.42.0.211-80-35244-6,Odisha,NABARANGPUR,2004,Winter     ,Horse-gram,4847.0,1706.1,0
8.0.6.4-8.6.0.1-0-0-0,Odisha,NABARANGPUR,2004,Winter     ,Maize,1471.0,2975.8,0
10.42.0.211-54.235.191.172-45097-443-6,Odisha,NABARANGPUR,2004,Winter     ,Potato,288.0,3068.9,0
10.42.0.211-40.79.74.185-43990-443-6,Odisha,NABARANGPUR,2004,Winter     ,Ragi,1948.0,689.6,0
172.217.12.195-10.42.0.151-80-50781-6,Odisha,NABARANGPUR,2004,Winter     ,Rapeseed &Mustard,1.0,0.1,0
10.42.0.151-65.52.108.74-41781-443-6,Odisha,NABARANGPUR,2004,Winter     ,Rice,122018.0,189000.0,0
10.42.0.42-123.125.115.164-35016-443-6,Odisha,NABARANGPUR,2004,Winter     ,Sesamum,1.0,,0
239.255.255.250-10.42.0.1-1900-58177-17,Odisha,NABARANGPUR,2004,Winter     ,Sugarcane,1883.0,78771.5,0
10.42.0.211-10.42.0.1-8053-53-17,Odisha,NABARANGPUR,2004,Winter     ,Urad,7958.0,2737.6,0
172.217.11.14-10.42.0.151-443-46928-6,Odisha,NABARANGPUR,2005,Autumn     ,Groundnut,546.0,281.2,0
180.163.15.184-10.42.0.211-80-51354-6,Odisha,NABARANGPUR,2005,Autumn     ,Maize,26157.0,53846.5,0
10.42.0.211-23.206.162.129-45367-80-6,Odisha,NABARANGPUR,2005,Autumn     ,Ragi,4767.0,2021.2,0
182.22.25.124-10.42.0.211-443-35178-6,Odisha,NABARANGPUR,2005,Autumn     ,Rice,45000.0,27000.0,0
10.42.0.151-10.42.0.1-34908-53-17,Odisha,NABARANGPUR,2005,Summer     ,Groundnut,48.0,65.9,0
157.55.235.159-10.42.0.42-40015-46360-17,Odisha,NABARANGPUR,2005,Summer     ,Maize,1247.0,3024.0,0
172.217.10.35-10.42.0.151-443-52356-6,Odisha,NABARANGPUR,2005,Summer     ,Moong(Green Gram),608.0,194.6,0
10.42.0.211-10.42.0.1-54958-53-17,Odisha,NABARANGPUR,2015,Summer     ,Moong(Green Gram),210.0,104.2,0
10.42.0.211-123.125.29.220-55912-80-6,Odisha,NABARANGPUR,2015,Summer     ,Ragi,36.0,17.4,0
10.42.0.42-52.84.29.154-53130-443-6,Odisha,NABARANGPUR,2015,Summer     ,Rice,1000.0,2018.0,0
172.217.12.176-10.42.0.151-443-42123-6,Odisha,NABARANGPUR,2015,Summer     ,Urad,48.0,34.1,0
172.217.10.112-10.42.0.151-443-36450-6,Odisha,NABARANGPUR,2015,Summer     ,Wheat,20.0,26.1,1
10.42.0.42-106.39.162.36-36380-80-6,Odisha,NABARANGPUR,2015,Winter     ,Horse-gram,3789.0,1443.6,0
10.42.0.211-10.42.0.1-57951-53-17,Odisha,NABARANGPUR,2015,Winter     ,Maize,1.0,4.2,0
10.42.0.151-10.42.0.1-14617-53-17,Odisha,NABARANGPUR,2015,Winter     ,Potato,59.0,650.7,0
172.217.12.174-10.42.0.151-443-35411-6,Odisha,NABARANGPUR,2015,Winter     ,Ragi,1014.0,325.5,0
10.42.0.151-104.254.66.16-56986-80-6,Odisha,NABARANGPUR,2015,Winter     ,Rice,116000.0,154000.0,0
172.217.12.129-10.42.0.42-443-37223-6,Odisha,NABARANGPUR,2015,Winter     ,Sugarcane,614.0,40578.6,0
10.42.0.211-121.14.255.83-52603-80-6,Odisha,NABARANGPUR,2015,Winter     ,Urad,7037.0,2751.5,0
172.217.9.238-10.42.0.211-443-39403-6,Odisha,NAYAGARH,2019,Autumn     ,Groundnut,169.0,146.0,0
10.42.0.211-10.42.0.1-16123-53-17,Odisha,NAYAGARH,2019,Autumn     ,Maize,587.0,473.0,0
10.42.0.211-10.42.0.1-30796-53-17,Odisha,NAYAGARH,2019,Autumn     ,Paddy,3412.0,4595.0,0
10.42.0.42-31.13.80.52-52837-80-6,Odisha,NAYAGARH,2019,Autumn     ,Ragi,318.0,183.0,0
10.42.0.211-31.13.71.1-45145-443-6,Odisha,NAYAGARH,2019,Autumn     ,Sesamum,5.0,1.0,0
151.101.1.140-10.42.0.211-443-34101-6,Odisha,NAYAGARH,2019,Autumn     ,Urad,34.0,11.0,0
