Fid,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,results
172.217.10.110-10.42.0.151-443-39545-6,Haryana,JHAJJAR,2007,Whole Year ,Sugarcane,2474.0,180000.0,0
174.35.73.166-10.42.0.151-80-51477-6,Haryana,JHAJJAR,2007,Whole Year ,Sweet potato,1.0,,0
172.217.10.99-10.42.0.42-443-33161-6,Haryana,JHAJJAR,2008,Kharif     ,Arhar/Tur,8422.0,9300.0,0
192.229.173.173-10.42.0.151-80-59836-6,Haryana,JHAJJAR,2008,Kharif     ,Bajra,27287.0,44000.0,0
10.42.0.42-103.7.30.118-38500-80-6,Haryana,JHAJJAR,2008,Kharif     ,Cotton(lint),559.0,3000.0,0
10.42.0.211-52.84.142.16-35059-443-6,Haryana,JHAJJAR,2008,Kharif     ,Groundnut,135.0,200.0,0
10.42.0.42-64.71.142.95-54395-80-6,Haryana,JHAJJAR,2008,Kharif     ,Jowar,21231.0,10000.0,0
10.42.0.211-104.43.254.159-58857-443-6,Haryana,JHAJJAR,2008,Kharif     ,Maize,30.0,,0
10.42.0.211-107.20.205.68-59502-443-6,Haryana,JHAJJAR,2008,Kharif     ,Moong(Green Gram),30.0,,0
172.217.7.174-10.42.0.211-443-58345-6,Haryana,JHAJJAR,2008,Kharif     ,Rice,33888.0,33000.0,0
239.255.255.250-10.42.0.1-1900-54824-17,Haryana,JHAJJAR,2008,Kharif     ,Sesamum,31.0,,0
10.42.0.1-10.42.0.42-53-8332-17,Haryana,JHAJJAR,2008,Rabi       ,Barley,3732.0,15000.0,0
10.42.0.211-65.55.223.36-60774-40035-17,Haryana,JHAJJAR,2008,Rabi       ,Gram,666.0,1000.0,0
172.217.10.14-10.42.0.211-443-39422-6,Haryana,JHAJJAR,2008,Rabi       ,Masoor,75.0,100.0,0
10.42.0.211-23.206.162.129-35454-80-6,Haryana,JHAJJAR,2008,Rabi       ,Rapeseed &Mustard,35301.0,65000.0,0
203.205.158.60-10.42.0.211-80-41160-6,Haryana,JHAJJAR,2008,Rabi       ,Wheat,93716.0,409000.0,1
162.208.22.39-10.42.0.211-443-45091-6,Haryana,JHAJJAR,2008,Whole Year ,Sannhamp,44.0,,0
10.42.0.211-61.135.185.139-54818-80-6,Haryana,JHAJJAR,2008,Whole Year ,Sugarcane,1416.0,44000.0,0
172.217.3.35-10.42.0.211-443-58922-6,Haryana,JHAJJAR,2008,Whole Year ,Sweet potato,1.0,,0
10.42.0.211-47.93.77.90-50696-80-6,Haryana,JHAJJAR,2009,Kharif     ,Arhar/Tur,4691.0,5200.0,0
172.217.12.138-10.42.0.42-443-54673-6,Haryana,JHAJJAR,2009,Kharif     ,Bajra,30967.0,61000.0,0
172.217.11.46-10.42.0.151-443-53129-6,Haryana,JHAJJAR,2009,Kharif     ,Cotton(lint),910.0,3000.0,0
172.217.12.170-10.42.0.211-443-37904-6,Haryana,JHAJJAR,2009,Kharif     ,Groundnut,54.0,,0
10.42.0.151-31.13.71.52-37381-80-6,Haryana,JHAJJAR,2009,Kharif     ,Jowar,18651.0,90.0,0
10.42.0.151-31.13.80.52-52888-443-6,Haryana,JHAJJAR,2009,Kharif     ,Maize,99.0,,0
10.42.0.211-10.42.0.1-20053-53-17,Haryana,JHAJJAR,2009,Kharif     ,Moong(Green Gram),15.0,,0
172.217.10.99-10.42.0.42-443-37672-6,Haryana,JHAJJAR,2009,Kharif     ,Rice,25954.0,47000.0,0
10.42.0.42-65.52.108.74-48460-443-6,Haryana,JHAJJAR,2009,Kharif     ,Sesamum,22.0,,0
172.217.12.202-10.42.0.42-443-48674-6,Haryana,JHAJJAR,2009,Rabi       ,Barley,2611.0,8000.0,0
10.42.0.42-123.125.115.190-51974-80-6,Haryana,JHAJJAR,2009,Rabi       ,Gram,562.0,1000.0,0
172.217.3.99-10.42.0.151-443-58079-6,Haryana,JHAJJAR,2009,Rabi       ,Wheat,101063.0,417000.0,1
180.149.136.194-10.42.0.42-443-60964-6,Haryana,JHAJJAR,2009,Whole Year ,Sugarcane,791.0,70000.0,0
10.42.0.151-10.42.0.1-42339-53-17,Haryana,JHAJJAR,2010,Kharif     ,Arhar/Tur,5138.0,5400.0,0
10.42.0.151-40.78.68.158-38528-443-6,Haryana,JHAJJAR,2010,Kharif     ,Bajra,45629.0,78000.0,0
10.42.0.151-52.84.61.201-53022-443-6,Haryana,JHAJJAR,2010,Kharif     ,Cotton(lint),513.0,1000.0,0
10.42.0.211-108.174.10.10-39863-80-6,Haryana,JHAJJAR,2010,Kharif     ,Groundnut,146.0,100.0,0
10.42.0.151-52.84.139.180-38531-80-6,Haryana,JHAJJAR,2010,Kharif     ,Jowar,15364.0,8000.0,0
10.42.0.211-64.71.142.124-46923-443-6,Haryana,JHAJJAR,2010,Kharif     ,Maize,38.0,,0
10.42.0.211-10.42.0.1-35588-53-17,Haryana,JHAJJAR,2010,Kharif     ,Moong(Green Gram),65.0,,0
202.77.129.150-10.42.0.211-80-37124-6,Haryana,JHAJJAR,2010,Kharif     ,Rice,31014.0,62018.0,0
10.42.0.1-10.42.0.42-53-20561-17,Haryana,JHAJJAR,2010,Kharif     ,Sesamum,14.0,,0
10.42.0.211-23.50.64.177-58620-443-6,Haryana,JHAJJAR,2010,Rabi       ,Barley,2549.0,11000.0,0
10.42.0.151-104.244.43.131-57207-443-6,Haryana,JHAJJAR,2010,Rabi       ,Gram,526.0,1000.0,0
10.42.0.211-119.146.74.33-47668-443-6,Haryana,JHAJJAR,2010,Rabi       ,Rapeseed &Mustard,27132.0,48000.0,0
8.0.6.4-8.6.0.1-0-0-0,Haryana,JHAJJAR,2010,Rabi       ,Wheat,100978.0,455000.0,1
10.42.0.1-10.42.0.42-53-64262-17,Haryana,JHAJJAR,2010,Whole Year ,Sannhamp,16.0,,0
182.22.65.136-10.42.0.211-443-46165-6,Haryana,JIND,2010,Kharif     ,Rice,113883.0,284000.0,0
8.0.6.4-8.6.0.1-0-0-0,Haryana,JIND,2010,Kharif     ,Sesamum,102.0,,0
172.217.12.202-10.42.0.211-443-40989-6,Haryana,JIND,2010,Rabi       ,Barley,612.0,3000.0,0
10.42.0.42-104.97.95.172-47357-80-6,Haryana,JIND,2010,Rabi       ,Gram,171.0,,0
172.217.9.234-10.42.0.151-443-52026-6,Haryana,JIND,2010,Rabi       ,Masoor,20.0,,0
10.42.0.211-52.22.133.60-55553-443-6,Haryana,JIND,2010,Rabi       ,Rapeseed &Mustard,4924.0,9000.0,0
172.217.2.162-10.42.0.151-443-51629-6,Haryana,JIND,2010,Rabi       ,Wheat,215854.0,982018.0,1
10.42.0.42-74.125.192.188-58144-5228-6,Haryana,JIND,2010,Whole Year ,Coriander,1.0,,0
216.58.219.227-10.42.0.151-443-42216-6,Haryana,JIND,2010,Whole Year ,Dry chillies,29.0,300.0,0
10.42.0.211-10.42.0.1-54530-53-17,Haryana,JIND,2010,Whole Year ,Garlic,2.0,,0
10.42.0.42-104.193.88.109-45272-80-6,Haryana,JIND,2010,Whole Year ,Onion,13.0,300.0,0
172.217.9.234-10.42.0.211-443-38164-6,Haryana,JIND,2010,Whole Year ,Potato,341.0,8800.0,0
192.229.163.180-10.42.0.211-443-51123-6,Haryana,JIND,2010,Whole Year ,Sannhamp,2.0,,0
209.85.144.188-10.42.0.151-5228-54256-6,Haryana,JIND,2010,Whole Year ,Sugarcane,2064.0,14000.0,0
10.42.0.42-103.235.46.212-48459-80-6,Haryana,JIND,2011,Kharif     ,Bajra,28275.0,58000.0,0
10.42.0.211-64.71.142.124-55658-443-6,Haryana,JIND,2011,Kharif     ,Cotton(lint),63012.0,255000.0,0
10.42.0.211-31.13.80.5-37245-443-6,Haryana,JIND,2011,Kharif     ,Jowar,77.0,,0
216.58.219.227-10.42.0.151-443-51196-6,Haryana,JIND,2011,Kharif     ,Moong(Green Gram),455.0,200.0,0
172.217.10.99-10.42.0.151-443-52221-6,Haryana,JIND,2011,Kharif     ,Moth,3.0,,0
10.42.0.211-23.208.217.187-50785-443-6,Haryana,JIND,2011,Kharif     ,Rice,114854.0,297000.0,0
10.42.0.211-50.18.174.184-44850-443-6,Haryana,JIND,2011,Kharif     ,Sannhamp,2.0,,0
10.42.0.42-104.193.88.109-49667-80-6,Haryana,JIND,2011,Kharif     ,Sesamum,69.0,,0
208.185.50.45-10.42.0.151-443-58476-6,Haryana,JIND,2011,Rabi       ,Barley,611.0,4000.0,0
10.42.0.1-10.42.0.42-53-40220-17,Haryana,JIND,2011,Rabi       ,Gram,74.0,,0
172.217.6.234-10.42.0.151-443-56641-6,Haryana,JIND,2011,Rabi       ,Masoor,21.0,,0
198.11.189.2-10.42.0.211-443-42017-6,Haryana,JIND,2011,Rabi       ,Rapeseed &Mustard,4417.0,7000.0,0
172.217.11.10-10.42.0.151-443-52850-6,Haryana,JIND,2011,Rabi       ,Wheat,216610.0,1136000.0,1
10.42.0.211-10.42.0.1-22391-53-17,Haryana,JIND,2011,Whole Year ,Onion,35.0,600.0,0
183.79.253.233-10.42.0.42-443-49187-6,Haryana,JIND,2011,Whole Year ,Potato,252.0,5600.0,0
172.217.10.234-10.42.0.42-443-45407-6,Haryana,JIND,2011,Whole Year ,Sugarcane,2949.0,22018.0,0
10.42.0.211-10.42.0.1-2147-53-17,Haryana,JIND,2011,Whole Year ,Turmeric,1.0,,0
157.56.52.45-10.42.0.42-40024-46360-17,Haryana,JIND,2012,Kharif     ,Arhar/Tur,66.0,65.0,0
151.101.21.140-10.42.0.211-443-42592-6,Haryana,JIND,2012,Kharif     ,Bajra,22684.0,47000.0,0
10.42.0.211-23.206.125.17-38443-80-6,Haryana,JIND,2012,Kharif     ,Cotton(lint),66780.0,244000.0,0
180.149.138.197-10.42.0.42-80-38892-6,Haryana,JIND,2012,Kharif     ,Jowar,81.0,,0
10.42.0.151-10.42.0.1-27768-53-17,Haryana,JIND,2012,Kharif     ,Moth,86.0,43.0,0
8.0.6.4-8.6.0.1-0-0-0,Haryana,JIND,2012,Kharif     ,Rice,114012.0,318000.0,0
203.130.53.126-10.42.0.211-80-51962-6,Haryana,JIND,2012,Kharif     ,Sannhamp,4.0,1.0,0
172.217.9.238-10.42.0.151-443-40159-6,Haryana,JIND,2012,Kharif     ,Sesamum,57.0,24.0,0
172.217.10.3-10.42.0.151-443-34339-6,Haryana,JIND,2012,Rabi       ,Barley,564.0,4000.0,0
10.42.0.211-10.42.0.1-57258-53-17,Haryana,JIND,2012,Rabi       ,Gram,48.0,,0
10.42.0.211-10.42.0.1-62167-53-17,Haryana,JIND,2012,Rabi       ,Masoor,23.0,30.0,0
216.58.217.164-10.42.0.211-443-42054-6,Haryana,JIND,2012,Rabi       ,Rapeseed &Mustard,4576.0,8000.0,0
10.42.0.151-10.42.0.1-33218-53-17,Haryana,JIND,2012,Rabi       ,Wheat,215979.0,922018.0,1
10.42.0.211-10.42.0.1-28366-53-17,Haryana,JIND,2012,Whole Year ,Dry chillies,8.0,100.0,0
10.42.0.151-104.192.110.245-49111-443-6,Haryana,JIND,2012,Whole Year ,Guar seed,711.0,462.0,0
10.42.0.211-121.12.98.63-56555-80-6,Haryana,JIND,2012,Whole Year ,Onion,85.0,2018.0,0
172.217.12.195-10.42.0.211-443-49640-6,Haryana,JIND,2012,Whole Year ,Potato,303.0,6800.0,0
172.217.3.110-10.42.0.151-443-56137-6,Haryana,JIND,2012,Whole Year ,Sugarcane,3387.0,195000.0,0
172.217.6.194-10.42.0.211-443-34007-6,Haryana,KAITHAL,2019,Kharif     ,Bajra,6000.0,11000.0,0
10.42.0.211-52.197.242.223-48549-443-6,Haryana,KAITHAL,2019,Kharif     ,Maize,1000.0,2018.0,0
10.42.0.211-52.94.232.32-60087-443-6,Haryana,KAITHAL,2019,Kharif     ,Other Kharif pulses,100.0,100.0,0
10.42.0.1-10.42.0.42-53-23017-17,Haryana,KAITHAL,2019,Kharif     ,Rice,150000.0,434000.0,0
211.144.37.229-10.42.0.211-80-38899-6,Haryana,KAITHAL,2019,Rabi       ,Gram,1000.0,1000.0,0
219.142.78.162-10.42.0.211-80-60537-6,Haryana,KAITHAL,2019,Rabi       ,Other  Rabi pulses,4000.0,4000.0,0
10.42.0.151-104.244.43.131-48214-443-6,Haryana,KAITHAL,2019,Rabi       ,Wheat,160000.0,570000.0,1
10.42.0.42-104.192.110.245-45761-80-6,Haryana,KAITHAL,2021,Rabi       ,Masoor,213.0,300.0,0
172.217.12.206-10.42.0.151-443-33625-6,Haryana,KAITHAL,2021,Rabi       ,Peas & beans (Pulses),123.0,200.0,0
10.42.0.151-104.192.108.27-41516-80-6,Haryana,KAITHAL,2021,Rabi       ,Rapeseed &Mustard,1581.0,2018.0,0
10.42.0.211-64.71.142.95-57978-443-6,Haryana,KAITHAL,2021,Rabi       ,Sunflower,724.0,900.0,0
172.217.3.97-10.42.0.211-443-56819-6,Haryana,KAITHAL,2021,Rabi       ,Wheat,174868.0,768000.0,1
10.42.0.211-54.192.36.192-42888-443-6,Haryana,KAITHAL,2021,Whole Year ,Dry chillies,8.0,,0
172.217.3.110-10.42.0.151-80-33778-6,Haryana,KAITHAL,2021,Whole Year ,Onion,288.0,4100.0,0
10.42.0.211-10.42.0.1-1336-53-17,Haryana,KAITHAL,2021,Whole Year ,Potato,357.0,5600.0,0
202.77.129.150-10.42.0.211-80-52417-6,Haryana,KAITHAL,2021,Whole Year ,Sugarcane,4144.0,220180.0,0
10.42.0.211-10.42.0.1-34470-53-17,Haryana,KAITHAL,2018,Kharif     ,Arhar/Tur,30.0,0.0,0
10.42.0.211-66.198.24.250-35798-443-6,Haryana,KAITHAL,2018,Kharif     ,Bajra,5399.0,5000.0,0
10.42.0.151-10.42.0.1-1226-53-17,Haryana,KAITHAL,2018,Kharif     ,Cotton(lint),783.0,2018.0,0
199.59.149.243-10.42.0.211-443-34745-6,Haryana,KAITHAL,2018,Kharif     ,Jowar,156.0,0.0,0
162.208.22.39-10.42.0.211-443-56808-6,Haryana,KAITHAL,2018,Kharif     ,Maize,155.0,0.0,0
10.42.0.151-10.42.0.1-3001-53-17,Haryana,KAITHAL,2018,Kharif     ,Moong(Green Gram),5.0,0.0,0
172.217.9.234-10.42.0.211-443-49230-6,Haryana,KAITHAL,2018,Kharif     ,Rice,164224.0,391000.0,0
192.229.173.173-10.42.0.42-80-57074-6,Haryana,KAITHAL,2018,Kharif     ,Sesamum,45.0,0.0,0
10.42.0.211-54.230.38.228-44925-443-6,Haryana,KAITHAL,2018,Kharif     ,Urad,4.0,0.0,0
216.58.217.67-10.42.0.211-443-54011-6,Haryana,KAITHAL,2018,Rabi       ,Barley,108.0,0.0,0
10.42.0.211-52.84.29.154-57113-443-6,Haryana,KAITHAL,2018,Rabi       ,Gram,262.0,0.0,0
220.181.150.247-10.42.0.211-443-39876-6,Haryana,KAITHAL,2018,Rabi       ,Masoor,219.0,300.0,0
216.58.218.227-10.42.0.42-443-57734-17,Haryana,KAITHAL,2018,Rabi       ,Rapeseed &Mustard,1847.0,2018.0,0
10.42.0.151-10.42.0.1-53394-53-17,Haryana,KAITHAL,2018,Rabi       ,Sunflower,431.0,600.0,0
203.205.128.137-10.42.0.211-80-45497-6,Haryana,KAITHAL,2018,Rabi       ,Wheat,153454.0,688000.0,1
10.42.0.211-119.146.74.34-48015-80-6,Haryana,KAITHAL,2018,Whole Year ,Dry chillies,44.0,100.0,0
10.42.0.151-10.42.0.1-39029-53-17,Haryana,KAITHAL,2018,Whole Year ,Garlic,2.0,0.0,0
203.205.191.23-10.42.0.211-80-45738-6,Haryana,KAITHAL,2018,Whole Year ,Onion,160.0,2200.0,0
10.42.0.1-10.42.0.42-53-10057-17,Haryana,KAITHAL,2018,Whole Year ,Potato,197.0,3100.0,0
10.42.0.151-10.42.0.1-27747-53-17,Haryana,KAITHAL,2018,Whole Year ,Sugarcane,4683.0,290000.0,0
172.217.11.10-10.42.0.151-443-58409-6,Haryana,KAITHAL,2018,Whole Year ,Turmeric,2.0,0.0,0
203.205.158.62-10.42.0.151-80-54009-6,Haryana,KAITHAL,2017,Kharif     ,Arhar/Tur,26.0,0.0,0
10.42.0.211-64.71.142.124-35756-80-6,Haryana,KAITHAL,2017,Kharif     ,Bajra,6086.0,9000.0,0
10.42.0.211-125.39.83.108-51021-443-6,Haryana,KAITHAL,2017,Kharif     ,Cotton(lint),1110.0,1000.0,0
10.42.0.151-121.12.98.64-59149-80-6,Haryana,KAITHAL,2017,Kharif     ,Jowar,81.0,0.0,0
10.42.0.211-123.125.29.138-55149-443-6,Haryana,KAITHAL,2017,Kharif     ,Maize,235.0,0.0,0
169.45.248.183-10.42.0.211-443-39363-6,Haryana,KAITHAL,2017,Kharif     ,Moong(Green Gram),2.0,0.0,0
10.42.0.211-10.42.0.1-55063-53-17,Haryana,KAITHAL,2017,Kharif     ,Rice,160911.0,402018.0,0
172.217.10.106-10.42.0.42-443-40119-6,Haryana,KAITHAL,2017,Kharif     ,Sesamum,60.0,0.0,0
10.42.0.42-31.13.80.37-46509-443-6,Haryana,KAITHAL,2017,Kharif     ,Urad,4.0,0.0,0
172.217.6.206-10.42.0.151-443-51154-6,Haryana,KAITHAL,2017,Rabi       ,Barley,40.0,0.0,0
198.134.7.210-10.42.0.211-80-50134-6,Haryana,KAITHAL,2017,Rabi       ,Gram,483.0,0.0,0
172.217.3.106-10.42.0.151-443-60494-6,Haryana,KAITHAL,2017,Rabi       ,Masoor,325.0,400.0,0
10.42.0.151-54.230.38.181-53568-80-6,Haryana,KAITHAL,2017,Rabi       ,Rapeseed &Mustard,1589.0,2018.0,0
10.42.0.211-104.192.110.245-37613-443-6,Haryana,KAITHAL,2017,Rabi       ,Sunflower,250.0,400.0,0
10.42.0.151-121.12.98.78-58854-80-6,Haryana,KAITHAL,2017,Rabi       ,Wheat,168755.0,769000.0,1
172.217.12.170-10.42.0.211-443-36338-6,Haryana,KAITHAL,2017,Whole Year ,Dry chillies,33.0,0.0,0
169.45.238.55-10.42.0.42-5222-42921-6,Haryana,KAITHAL,2017,Whole Year ,Garlic,1.0,0.0,0
10.42.0.151-72.30.196.161-50750-443-6,Haryana,KAITHAL,2017,Whole Year ,Onion,102.0,1300.0,0
10.42.0.151-13.32.234.217-37749-443-6,Haryana,KAITHAL,2017,Whole Year ,Potato,202.0,3600.0,0
172.217.10.110-10.42.0.151-443-35868-6,Haryana,KAITHAL,2017,Whole Year ,Sugarcane,5177.0,290000.0,0
10.42.0.1-10.42.0.42-53-11127-17,Haryana,KAITHAL,2002,Kharif     ,Arhar/Tur,85.0,100.0,0
180.76.168.195-10.42.0.211-80-45778-6,Haryana,KAITHAL,2002,Kharif     ,Bajra,9642.0,9000.0,0
10.42.0.151-104.193.88.109-49997-80-6,Haryana,KAITHAL,2002,Kharif     ,Cotton(lint),1312.0,2018.0,0
10.42.0.42-104.193.88.109-50056-80-6,Haryana,KAITHAL,2002,Kharif     ,Maize,115.0,0.0,0
10.42.0.211-10.42.0.1-12716-53-17,Haryana,KAITHAL,2002,Kharif     ,Moong(Green Gram),11.0,0.0,0
180.149.138.210-10.42.0.151-80-57818-6,Haryana,KAITHAL,2002,Kharif     ,Rice,170163.0,444000.0,0
216.58.219.238-10.42.0.151-443-33828-6,Haryana,KAITHAL,2002,Kharif     ,Sesamum,78.0,0.0,0
10.42.0.42-47.89.68.225-59832-443-6,Haryana,KAITHAL,2002,Rabi       ,Barley,33.0,0.0,0
172.217.12.130-10.42.0.211-443-54594-6,Haryana,KAITHAL,2002,Rabi       ,Gram,329.0,0.0,0
10.42.0.211-10.42.0.1-7533-53-17,Haryana,KAITHAL,2002,Rabi       ,Masoor,293.0,400.0,0
10.42.0.211-36.110.213.174-42289-443-6,Haryana,KAITHAL,2002,Rabi       ,Rapeseed &Mustard,1877.0,3000.0,0
10.42.0.211-123.125.115.164-40828-443-6,Haryana,KAITHAL,2002,Rabi       ,Sunflower,47.0,100.0,0
10.42.0.151-119.146.74.33-38816-443-6,Haryana,KAITHAL,2002,Rabi       ,Wheat,171411.0,752018.0,1
203.205.158.60-10.42.0.211-80-54838-6,Haryana,KAITHAL,2002,Whole Year ,Mango,212.0,1100.0,0
10.42.0.151-61.174.50.211-8080-36389-6,Haryana,KAITHAL,2002,Whole Year ,Onion,145.0,3600.0,0
10.42.0.151-10.42.0.1-50610-53-17,Haryana,KAITHAL,2002,Whole Year ,Other Vegetables,758.0,5800.0,0
10.42.0.211-23.206.166.62-36447-80-6,Haryana,KAITHAL,2002,Whole Year ,Potato,248.0,5900.0,0
10.42.0.42-123.125.115.164-35014-443-6,Haryana,KAITHAL,2008,Rabi       ,Masoor,107.0,300.0,0
172.217.11.14-10.42.0.151-443-59294-6,Haryana,KAITHAL,2008,Rabi       ,Rapeseed &Mustard,662.0,2018.0,0
180.149.136.194-10.42.0.211-80-42358-6,Haryana,KAITHAL,2008,Rabi       ,Wheat,171933.0,832018.0,1
10.42.0.151-111.206.25.159-43648-80-6,Haryana,KAITHAL,2008,Whole Year ,Dry chillies,14.0,100.0,0
10.42.0.151-10.42.0.1-59634-53-17,Haryana,KAITHAL,2008,Whole Year ,Garlic,10.0,,0
10.42.0.211-10.42.0.1-64540-53-17,Haryana,KAITHAL,2008,Whole Year ,Onion,12.0,300.0,0
198.105.244.11-10.42.0.42-80-48385-6,Haryana,KAITHAL,2008,Whole Year ,Potato,238.0,3800.0,0
172.217.12.170-10.42.0.151-443-39993-6,Haryana,KAITHAL,2008,Whole Year ,Sugarcane,1743.0,142018.0,0
174.35.73.148-10.42.0.42-80-47182-6,Haryana,KAITHAL,2008,Whole Year ,Turmeric,1.0,,0
172.217.10.99-10.42.0.151-443-35911-6,Haryana,KAITHAL,2009,Kharif     ,Arhar/Tur,1.0,,0
172.217.10.72-10.42.0.211-443-47484-6,Haryana,KAITHAL,2009,Kharif     ,Bajra,10883.0,20180.0,0
172.217.3.110-10.42.0.211-443-42765-6,Haryana,KAITHAL,2009,Kharif     ,Cotton(lint),3475.0,12018.0,0
10.42.0.1-10.42.0.42-53-56735-17,Haryana,KAITHAL,2009,Kharif     ,Jowar,16.0,,0
180.149.136.194-10.42.0.151-443-33752-6,Haryana,KAITHAL,2009,Kharif     ,Maize,10.0,,0
10.42.0.1-10.42.0.42-53-53212-17,Haryana,KAITHAL,2009,Kharif     ,Moong(Green Gram),8.0,,0
10.42.0.151-10.42.0.1-20210-53-17,Haryana,KAITHAL,2009,Kharif     ,Rice,158348.0,462018.0,0
203.130.53.126-10.42.0.211-80-53874-6,Haryana,KAITHAL,2009,Kharif     ,Sesamum,52.0,,0
10.42.0.42-104.244.46.167-44574-443-6,Haryana,KAITHAL,2009,Rabi       ,Barley,23.0,,0
10.42.0.211-104.244.43.131-39613-443-6,Haryana,KAITHAL,2009,Rabi       ,Gram,127.0,,0
10.42.0.151-72.30.2.182-44844-443-6,Haryana,KAITHAL,2009,Rabi       ,Masoor,111.0,200.0,0
10.42.0.211-52.84.29.154-48940-443-6,Haryana,KAITHAL,2009,Rabi       ,Peas & beans (Pulses),251.0,300.0,0
10.42.0.151-10.42.0.1-62919-53-17,Haryana,KAITHAL,2009,Rabi       ,Wheat,171732.0,772018.0,1
180.163.255.159-10.42.0.211-80-58962-6,Haryana,KAITHAL,2009,Whole Year ,Coriander,6.0,,0
172.217.6.234-10.42.0.211-443-60598-6,Haryana,KAITHAL,2009,Whole Year ,Dry chillies,7.0,,0
172.217.12.206-10.42.0.151-443-42647-6,Haryana,KAITHAL,2009,Whole Year ,Garlic,9.0,100.0,0
10.42.0.211-54.230.36.186-34842-443-6,Haryana,KAITHAL,2009,Whole Year ,Onion,11.0,300.0,0
10.42.0.211-23.203.49.224-38002-443-6,Haryana,KAITHAL,2009,Whole Year ,Potato,223.0,4500.0,0
10.42.0.151-31.13.71.37-45379-443-6,Haryana,KAITHAL,2009,Whole Year ,Sugarcane,2926.0,225000.0,0
202.77.129.230-10.42.0.42-80-42302-6,Haryana,KAITHAL,2010,Kharif     ,Arhar/Tur,1.0,,0
10.42.0.211-10.42.0.1-13128-53-17,Haryana,KAITHAL,2010,Kharif     ,Bajra,9210.0,14000.0,0
10.42.0.42-31.13.71.36-52802-443-6,Haryana,KAITHAL,2010,Kharif     ,Cotton(lint),4276.0,14000.0,0
10.42.0.211-119.146.74.33-50608-443-6,Haryana,KAITHAL,2010,Kharif     ,Jowar,23.0,,0
129.146.12.96-10.42.0.211-443-56530-6,Haryana,KAITHAL,2010,Kharif     ,Maize,4.0,,0
10.42.0.211-103.235.46.39-51712-80-6,Haryana,KAITHAL,2010,Kharif     ,Moong(Green Gram),14.0,,0
10.42.0.151-104.192.110.245-54148-443-6,Haryana,KAITHAL,2010,Kharif     ,Rice,158671.0,436000.0,0
175.100.207.232-10.42.0.42-443-37579-6,Haryana,KAITHAL,2010,Kharif     ,Sesamum,22.0,,0
202.77.129.146-10.42.0.211-80-58898-6,Haryana,KAITHAL,2010,Kharif     ,Urad,7.0,,0
10.42.0.151-52.84.29.142-57093-443-6,Haryana,KAITHAL,2010,Rabi       ,Barley,25.0,,0
172.217.12.138-10.42.0.151-443-57336-6,Haryana,KAITHAL,2010,Rabi       ,Gram,130.0,,0
10.42.0.211-66.198.24.240-46630-80-6,Haryana,KAITHAL,2010,Rabi       ,Masoor,107.0,200.0,0
10.42.0.42-104.244.43.163-43373-443-6,Haryana,KAITHAL,2010,Rabi       ,Rapeseed &Mustard,717.0,2018.0,0
10.42.0.211-119.146.74.34-42773-80-6,Haryana,KAITHAL,2010,Rabi       ,Wheat,177464.0,835000.0,1
172.217.10.74-10.42.0.42-443-39479-6,Haryana,KAITHAL,2010,Whole Year ,Dry chillies,8.0,100.0,0
10.42.0.42-119.146.74.31-35454-443-6,Haryana,KAITHAL,2010,Whole Year ,Garlic,3.0,,0
198.11.132.221-10.42.0.211-443-33187-6,Haryana,KAITHAL,2010,Whole Year ,Potato,282.0,6100.0,0
10.42.0.151-10.42.0.1-13911-53-17,Haryana,KAITHAL,2010,Whole Year ,Sannhamp,2.0,,0
172.217.6.227-10.42.0.151-443-34038-17,Haryana,KAITHAL,2010,Whole Year ,Sugarcane,1981.0,15000.0,0
172.217.12.196-10.42.0.211-443-43479-6,Haryana,KAITHAL,2010,Whole Year ,Turmeric,1.0,,0
10.42.0.211-106.39.169.66-55317-80-6,Haryana,KAITHAL,2011,Kharif     ,Arhar/Tur,1.0,,0
10.42.0.211-10.42.0.1-29739-53-17,Haryana,KAITHAL,2011,Kharif     ,Bajra,5824.0,15000.0,0
10.42.0.151-10.42.0.1-23374-53-17,Haryana,KAITHAL,2011,Kharif     ,Cotton(lint),8448.0,37000.0,0
172.217.3.99-10.42.0.211-80-54783-6,Haryana,KAITHAL,2011,Kharif     ,Jowar,1.0,,0
172.217.11.14-10.42.0.211-443-33360-6,Haryana,KAITHAL,2011,Kharif     ,Maize,16.0,,0
10.42.0.211-64.34.226.87-48682-443-6,Haryana,KAITHAL,2011,Kharif     ,Moong(Green Gram),3.0,,0
10.42.0.151-111.221.77.172-43477-40010-17,Haryana,KAITHAL,2011,Kharif     ,Rice,158896.0,461000.0,0
216.58.219.208-10.42.0.42-443-42880-6,Haryana,KAITHAL,2011,Kharif     ,Sesamum,7.0,,0
172.217.12.142-10.42.0.211-443-39060-6,Haryana,KAITHAL,2011,Kharif     ,Urad,3.0,,0
10.42.0.151-10.42.0.1-1085-53-17,Haryana,KAITHAL,2011,Rabi       ,Barley,16.0,,0
182.22.25.252-10.42.0.211-443-38322-6,Haryana,KAITHAL,2011,Rabi       ,Gram,137.0,,0
10.42.0.151-69.147.65.25-55911-443-6,Haryana,KAITHAL,2011,Rabi       ,Masoor,107.0,200.0,0
10.42.0.211-123.125.29.220-52775-80-6,Haryana,KAITHAL,2011,Rabi       ,Rapeseed &Mustard,757.0,1000.0,0
